"repo_name","author_name","author_date","commit_message"
"shadowsocks/shadowsocks-org","Max Lv","10/16/2014","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","10/16/2014","update openwrt packages"
"shadowsocks/shadowsocks-org","Max Lv","10/15/2014","fix #2"
"shadowsocks/shadowsocks-org","Max Lv","10/13/2014","bump version"
"shadowsocks/shadowsocks-org","Max Lv","10/13/2014","add 1.4.8"
"shadowsocks/shadowsocks-org","Max Lv","10/13/2014","add 1.4.8"
"shadowsocks/shadowsocks-org","Max Lv","08/08/2014","update optimization config"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update page"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","Merge branch 'gh-pages' of https://github.com/madeye/shadowsocks-org into gh-pages"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update ipks"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update release files"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update release files"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","upload 1.4.6 binaries"
"shadowsocks/shadowsocks-org","Max Lv","07/21/2014","update deb"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update deb"
"shadowsocks/shadowsocks-org","Max Lv","07/22/2014","update deb"
"shadowsocks/shadowsocks-org","Max Lv","07/19/2014","fix a style issue"
"shadowsocks/shadowsocks-org","Max Lv","07/16/2014","update page"
"shadowsocks/shadowsocks-org","Max Lv","07/08/2014","update links"
"shadowsocks/shadowsocks-org","Max Lv","06/28/2014","update page"
"shadowsocks/shadowsocks-org","Max Lv","06/17/2014","update config"
"shadowsocks/shadowsocks-org","Max Lv","06/03/2014","add openwrt ipks"
"shadowsocks/shadowsocks-org","Max Lv","05/14/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","04/13/2014","update download links"
"shadowsocks/shadowsocks-org","Max Lv","04/12/2014","update blockquote"
"shadowsocks/shadowsocks-org","Max Lv","04/02/2014","fix the line break"
"shadowsocks/shadowsocks-org","Max Lv","03/30/2014","update release files"
"shadowsocks/shadowsocks-org","Max Lv","03/30/2014","update packages"
"shadowsocks/shadowsocks-org","Max Lv","03/29/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","03/26/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","03/26/2014","Update variables.less"
"shadowsocks/shadowsocks-org","Max Lv","03/05/2014","update homepage"
"shadowsocks/shadowsocks-org","Max Lv","03/01/2014","update wheezy-amd64 packages"
"shadowsocks/shadowsocks-org","Max Lv","03/01/2014","update wheezy i386 packages"
"shadowsocks/shadowsocks-org","Max Lv","02/28/2014","update links"
"shadowsocks/shadowsocks-org","Max Lv","02/24/2014","update page"
"shadowsocks/shadowsocks-org","Max Lv","02/23/2014","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","02/22/2014","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","02/22/2014","update download section"
"shadowsocks/shadowsocks-org","Max Lv","02/22/2014","update the style"
"shadowsocks/shadowsocks-org","Max Lv","02/21/2014","update server page"
"shadowsocks/shadowsocks-org","Max Lv","02/21/2014","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","02/04/2014","update clients page"
"shadowsocks/shadowsocks-org","Max Lv","02/03/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","01/23/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","01/14/2014","fix a link"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","fix the line break"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","async load web fonts"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","move to the page's end"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","fix page load"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","add google pages"
"shadowsocks/shadowsocks-org","Max Lv","01/11/2014","update pages"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update packages"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update squeeze-i386"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update wheezy-i386"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update wheezy-amd64"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","Merge branch 'gh-pages' of https://github.com/madeye/shadowsocks-org into gh-pages"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update squeeze-amd64"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","Merge branch 'gh-pages' of https://github.com/madeye/shadowsocks-org into gh-pages"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update squeeze-amd64"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update wheezy-amd64"
"shadowsocks/shadowsocks-org","Max Lv","01/05/2014","update to 1.4.2"
"shadowsocks/shadowsocks-org","Max Lv","12/27/2013","update config page"
"shadowsocks/shadowsocks-org","Max Lv","12/18/2013","update dists"
"shadowsocks/shadowsocks-org","Max Lv","12/18/2013","update debian"
"shadowsocks/shadowsocks-org","Max Lv","12/18/2013","update Release"
"shadowsocks/shadowsocks-org","Max Lv","12/18/2013","update Release"
"shadowsocks/shadowsocks-org","Max Lv","12/14/2013","add qr generator"
"shadowsocks/shadowsocks-org","Max Lv","12/11/2013","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","12/07/2013","update squeeze i386"
"shadowsocks/shadowsocks-org","Max Lv","12/07/2013","update debian"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","add source list"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update repo scripts"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update repo"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update repo"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update repo scripts"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update repo"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","update debian repo"
"shadowsocks/shadowsocks-org","root","12/05/2013","update debian"
"shadowsocks/shadowsocks-org","Max Lv","12/05/2013","add debian repository"
"shadowsocks/shadowsocks-org","Max Lv","12/04/2013","refine navbar"
"shadowsocks/shadowsocks-org","Max Lv","12/04/2013","refine the title"
"shadowsocks/shadowsocks-org","Max Lv","12/03/2013","add htmlmin"
"shadowsocks/shadowsocks-org","Max Lv","12/02/2013","refine the style"
"shadowsocks/shadowsocks-org","Max Lv","12/02/2013","refine the style"
"shadowsocks/shadowsocks-org","Max Lv","12/02/2013","fix a typo"
"shadowsocks/shadowsocks-org","Max Lv","12/02/2013","update page"
"shadowsocks/shadowsocks-org","Max Lv","12/02/2013","update quick guide"
"shadowsocks/shadowsocks-org","Max Lv","12/01/2013","update config page"
"shadowsocks/shadowsocks-org","Max Lv","12/01/2013","add config page"
"shadowsocks/shadowsocks-org","Max Lv","11/29/2013","update homepage"
"shadowsocks/shadowsocks-org","Max Lv","11/29/2013","Update homepage.jade"
"shadowsocks/shadowsocks-org","Max Lv","11/27/2013","update footer"
"shadowsocks/shadowsocks-org","Max Lv","11/27/2013","Merge branch 'gh-pages' of github.com:madeye/shadowsocks-org into gh-pages"
"shadowsocks/shadowsocks-org","Max Lv","11/27/2013","clean up"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","add google analytics"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","update CNAME"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","add CNAME"
"shadowsocks/shadowsocks-org","Max Lv","11/27/2013","update intro section"
"shadowsocks/shadowsocks-org","Max Lv","11/27/2013","update README"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","add google analytics"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","update CNAME"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","add CNAME"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","first public version"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","update pages"
"shadowsocks/shadowsocks-org","Max Lv","11/17/2013","update homepage"
"shadowsocks/shadowsocks-org","Max Lv","11/16/2013","update fontawesome"
"shadowsocks/shadowsocks-org","Max Lv","11/16/2013","update favicon"
"shadowsocks/shadowsocks-org","Max Lv","11/16/2013","first commit"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/19/2025","fix(deps): update rust crate clap to v4.5.30 (#1877)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/19/2025","fix(deps): update rust crate blake3 to v1.6.0 (#1878)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/14/2025","fix(deps): update rust crate tun to v0.7.13 (#1874)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate clap to v4.5.29 (#1856)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate dynosaur to v0.1.3 (#1871)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate log to v0.4.25 (#1852)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate once_cell to v1.20.3 (#1869)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate pin-project to v1.1.9 (#1863)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate serde_json to v1.0.138 (#1854)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate snmalloc-rs to v0.3.8 (#1868)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate tun to v0.7.11 (#1857)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate webpki-roots to v0.26.8 (#1862)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","chore(deps): update dependency windows to v5.1.0 (#1867)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate bytes to v1.10.0 (#1864)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate httparse to v1.10.0 (#1860)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate hyper to v1.6.0 (#1861)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate ipnet to v2.11.0 (#1855)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate shadowsocks-crypto to 0.6.0 (#1872)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/13/2025","fix(deps): update rust crate directories to v6 (#1850)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","02/12/2025","fix: removed dns-over-native-tls"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/12/2025","fix(deps): update rust crate hickory-resolver to v0.25.0-alpha.5 (#1870)

* fix(deps): update rust crate hickory-resolver to v0.25.0-alpha.5

* fix: hickory-dns removed native-tls

---------

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
Co-authored-by: zonyitoo <zonyitoo@gmail.com>"
"shadowsocks/shadowsocks-rust","ty","02/07/2025","fix: upgrade openssl v0.10.70, RUSTSEC-2025-0004"
"shadowsocks/shadowsocks-rust","renovate[bot]","02/06/2025","fix(deps): update rust crate native-tls to v0.2.13 (#1858)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","Aaron Chen","01/11/2025","chore: clippy fix (#1849)"
"shadowsocks/shadowsocks-rust","zonyitoo","01/11/2025","feat: master branch version v1.23"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/11/2025","fix(deps): update rust crate thiserror to v2.0.11 (#1848)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","01/11/2025","chore: nightly build enable mips*"
"shadowsocks/shadowsocks-rust","zonyitoo","01/11/2025","chore: nightly build enable mips*"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/11/2025","fix(deps): update rust crate notify to v8 (#1846)

* fix(deps): update rust crate notify to v8

* feat: notify 8.0 requires MSRV 1.77

---------

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
Co-authored-by: zonyitoo <zonyitoo@gmail.com>"
"shadowsocks/shadowsocks-rust","Tatsuya Kawano","01/10/2025","Revert ""fix: mips-* disabled, moka uses atomic64 by default""

This reverts commit 95971a9b392252b8f0e839762de09863bc99e050."
"shadowsocks/shadowsocks-rust","Tatsuya Kawano","01/10/2025","fix(deps): update rust crate moka to v0.12.10"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/11/2025","fix(deps): update rust crate log to v0.4.24 (#1847)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/10/2025","fix(deps): update rust crate clap to v4.5.26 (#1844)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/09/2025","fix(deps): update rust crate clap to v4.5.25 (#1842)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/09/2025","fix(deps): update rust crate thiserror to v2.0.10 (#1841)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/08/2025","fix(deps): update rust crate tokio to v1.43.0 (#1840)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/08/2025","fix(deps): update rust crate clap to v4.5.24 (#1839)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","ClaytonKnittel","01/07/2025","refactor: change error handling to be strongly-typed (#1834)

* Refactor error handling to be strongly-typed.

* Remove unused function.

* Remove comment.

* Add module + type docstrings.

* Make error module private.

* Fix windows build."
"shadowsocks/shadowsocks-rust","renovate[bot]","01/07/2025","fix(deps): update rust crate serde_json to v1.0.135 (#1836)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","01/06/2025","fix(deps): update rust crate pin-project to v1.1.8 (#1835)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","Xuesong","01/04/2025","fix: file path in powershell script (#1833)

Change location inside powershell does not affect the working dir
saw by .NET functions. Thus absolute path is needed."
"shadowsocks/shadowsocks-rust","Aaron Chen","01/03/2025","fix: freebsd build error (#1832)"
"shadowsocks/shadowsocks-rust","zonyitoo","01/02/2025","chore: updated debian changelog"
"shadowsocks/shadowsocks-rust","zonyitoo","01/02/2025","feat: depending on hickory-dns 0.25-alpha.4 specifically

- ref #1775"
"shadowsocks/shadowsocks-rust","zonyitoo","01/02/2025","feat: shadowsocks-rust binary crate default feature set to ""full""

BREAKING CHANGE: For users who build from source may see their output
binaries become larger or may encounter some unexpected build errors
with default feature build.

fix #1829"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/31/2024","fix(deps): update rust crate reqwest to v0.12.12 (#1830)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/28/2024","fix(deps): update rust crate tun to v0.7.10 (#1828)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/28/2024","fix(deps): update rust crate serde to v1.0.217 (#1827)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/27/2024","fix(deps): update rust crate reqwest to v0.12.11 (#1826)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/27/2024","fix(deps): update rust crate tun to v0.7.9 (#1825)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/26/2024","fix(deps): update rust crate reqwest to v0.12.10 (#1824)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/22/2024","fix(deps): update rust crate serde_json to v1.0.134 (#1821)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/22/2024","fix(deps): update rust crate thiserror to v2.0.9 (#1822)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","12/21/2024","chore: free ubuntu-latest spaces

- ref actions/runner-images#2875"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/21/2024","fix(deps): update rust crate tun to v0.7.6 (#1819)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/20/2024","chore(deps): update rust crate env_logger to v0.11.6 (#1818)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/19/2024","fix(deps): update rust crate libc to v0.2.169 (#1817)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/18/2024","fix(deps): update rust crate thiserror to v2.0.8 (#1816)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/17/2024","fix(deps): update rust crate hyper to v1.5.2 (#1815)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","Hanwei Jin","12/15/2024","bugfix: local dns upstream udp packet buffer size 256 (#1814)"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/14/2024","fix(deps): update rust crate thiserror to v2.0.7 (#1813)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/11/2024","fix(deps): update rust crate serde to v1.0.216 (#1811)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","Markus Pettersson","12/11/2024","Add `UdpSocket::bind` (#1810)"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/09/2024","fix(deps): update rust crate libc to v0.2.168 (#1808)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","12/09/2024","chore: tunnel test wait 5s for server starts"
"shadowsocks/shadowsocks-rust","Integral","12/09/2024","refactor: replace static with const for constants (#1805)"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/08/2024","fix(deps): update rust crate thiserror to v2.0.6 (#1807)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/07/2024","fix(deps): update rust crate thiserror to v2.0.5 (#1806)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/06/2024","chore(deps): update alpine docker tag to v3.21 (#1804)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/06/2024","fix(deps): update rust crate clap to v4.5.23 (#1803)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/05/2024","fix(deps): update rust crate tokio-rustls to v0.26.1 (#1802)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/04/2024","fix(deps): update rust crate clap to v4.5.22 (#1801)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/03/2024","fix(deps): update rust crate http to v1.2.0 (#1800)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/03/2024","fix(deps): update rust crate thiserror to v2.0.4 (#1799)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","12/03/2024","chore: tun uses WTFPL"
"shadowsocks/shadowsocks-rust","zonyitoo","12/03/2024","feat: tun2 has been merged back to tun (meh/rust-tun)"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/03/2024","fix(deps): update rust crate tokio to v1.42.0 (#1798)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","12/03/2024","chore: udp_tunnel test udp server listen on a random port"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/03/2024","fix(deps): update rust crate bloomfilter to v3 (#1795)

* fix(deps): update rust crate bloomfilter to v3

* fix(shadowsocks): PingPongBloom supports bloomfilter v3

---------

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
Co-authored-by: zonyitoo <zonyitoo@gmail.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","12/03/2024","fix(deps): update rust crate time to v0.3.37 (#1797)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","12/02/2024","feat: update indirect dependencies"
"shadowsocks/shadowsocks-rust","zonyitoo","12/01/2024","fix: mips-* disabled, moka uses atomic64 by default

- ref #1793
- https://github.com/moka-rs/moka#compile-errors-on-some-32-bit-platforms"
"shadowsocks/shadowsocks-rust","zonyitoo","12/01/2024","fix: fixed linux build"
"shadowsocks/shadowsocks-rust","zonyitoo","12/01/2024","feat: allow_fragmentation in UdpSocketOptions"
"shadowsocks/shadowsocks-rust","Tom Ryan","12/01/2024","Allow IP fragmentation for outbound UDP sockets (#1790)"
"shadowsocks/shadowsocks-rust","zonyitoo","12/01/2024","feat: allow_fragmentation in UdpSocketOptions"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/30/2024","fix(deps): update rust crate tracing-subscriber to v0.3.19 (#1792)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","11/30/2024","chore: tunnel test get random port pair randomly"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/29/2024","fix(deps): update rust crate libc to v0.2.167 (#1791)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","Tom Ryan","11/29/2024","Allow IP fragmentation for outbound UDP sockets"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/29/2024","fix(deps): update rust crate snmalloc-rs to v0.3.7 (#1789)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/28/2024","fix(deps): update rust crate hickory-resolver to v0.25.0-alpha.4 (#1788)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/28/2024","fix(deps): update rust crate smoltcp to 0.12 (#1785)

* fix(deps): update rust crate smoltcp to 0.12

* fix(shadowsocks-service): compatible with smoltcp v0.12

* fix(ci): service msrv 1.80, rust msrv 1.80, lib msrv 1.75

* chore(shadowsocks-service): smoltcp v0.12 uses libcore Ipv4Addr, Ipv6Addr

---------

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
Co-authored-by: zonyitoo <zonyitoo@gmail.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","11/28/2024","chore: fixed warning when building with no-default-feature"
"shadowsocks/shadowsocks-rust","zonyitoo","11/28/2024","chore: clippy suggestions"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/28/2024","fix(deps): update rust crate bytes to v1.9.0 (#1787)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/28/2024","fix(deps): update rust crate socket2 to v0.5.8 (#1786)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/27/2024","fix(deps): update rust crate tracing to v0.1.41 (#1784)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","11/27/2024","fix(shadowsocks-service): Server context made independent"
"shadowsocks/shadowsocks-rust","zonyitoo","11/27/2024","fix(shadowsocks-service): server instance specific ConnectOpts

Per-server's specific outbound options should be set after cloning the
global connect opts.

- ref #1774
- ref #1491, #1493"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/27/2024","fix(deps): update rust crate blake3 to v1.5.5 (#1783)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/27/2024","fix(deps): update rust crate libc to v0.2.166 (#1782)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","ty","11/26/2024","chore: mips-*-musl images are disabled"
"shadowsocks/shadowsocks-rust","renovate[bot]","11/26/2024","fix(deps): update rust crate libc to v0.2.165 (#1781)

Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>"
"shadowsocks/shadowsocks-rust","zonyitoo","11/25/2024","fix: mips64, mips64el-*-muslabi64 doesnt support"
"shadowsocks/shadowsocks-rust","zonyitoo","11/25/2024","feat: passing -Z directly to cross, enables mips-*-musl* targets"
"shadowsocks/shadowsocks-rust","zonyitoo","11/25/2024","fix: cross on master supports build-std with specific components"
"shadowsocks/shadowsocks-rust","zonyitoo","11/25/2024","fix: mips-* targets install nightly toolchain"
"shadowsocks/shadowsocks-rust","zonyitoo","11/25/2024","fix: let cross install toolchain"
