"Year","Date","Views","Shares","Url","Content","Extracted URL 1","Extracted URL 2","Extracted URL 3","Extracted URL 4","Extracted URL 5","Extracted URL 6","Extracted URL 7","Extracted URL 8","Extracted URL 9","Extracted URL 10","Extracted URL 11","Extracted URL 12","Extracted URL 13","Extracted URL 14","Extracted URL 15","Extracted URL 16","Extracted URL 17","Extracted URL 18","Extracted URL 19","Extracted URL 20","Extracted URL 21","Extracted URL 22","Extracted URL 23","Extracted URL 24","Extracted URL 25","Extracted URL 26","Extracted URL 27","Extracted URL 28","Extracted URL 29","Extracted URL 30","Extracted URL 31","Extracted URL 32","Extracted URL 33","Extracted URL 34","Extracted URL 35","Extracted URL 36","Extracted URL 37","Extracted URL 38","Extracted URL 39","Extracted URL 40","Extracted URL 41","Extracted URL 42","Extracted URL 43","Extracted URL 44","Extracted URL 45","Extracted URL 46","Extracted URL 47","Extracted URL 48","Extracted URL 49","Extracted URL 50","Extracted URL 51","Extracted URL 52","Extracted URL 53","Extracted URL 54","Extracted URL 55","Extracted URL 56","Extracted URL 57","Extracted URL 58","Extracted URL 59","Extracted URL 60","Extracted URL 61","Extracted URL 62"
2019,2019-12-15 13:47:44,9267,5,"https://t.me/DuyaoSS/2254","2019.12.15  晚9点半测速

测速机场：NSL Network

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2qV2lE3


频道 @DuyaoSS","https://bit.ly/2qV2lE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-15 12:45:59,7656,2,"https://t.me/DuyaoSS/2250","2019.12.15  晚8点半测速

测速机场：AAEX，中转机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2XFUjed


频道 @DuyaoSS","https://bit.ly/2XFUjed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-15 11:58:21,7232,0,"https://t.me/DuyaoSS/2246","2019.12.15  晚7点半测速

测速机场：Flycloud

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/38zXyc9


频道 @DuyaoSS","https://bit.ly/38zXyc9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-15 11:28:28,7840,4,"https://t.me/DuyaoSS/2245","2019.12.15  晚7点测速

测速机场：海豚湾

测速带宽

清晰图1 北京联通500M：https://bit.ly/34nR4tw

清晰图2 上海电信300M：https://bit.ly/34sEfON

清晰图3 江苏移动500M：https://bit.ly/36IrkK5


官网：https://bit.ly/2Oge4pi 


频道 @DuyaoSS","https://bit.ly/34nR4tw","https://bit.ly/34sEfON","https://bit.ly/36IrkK5","https://bit.ly/2Oge4pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-14 13:39:39,7666,0,"https://t.me/DuyaoSS/2241","2019.12.14  晚9点半测速

测速机场：Amcloud，安慕希网络加速

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2spB1OE


频道 @DuyaoSS","https://bit.ly/2spB1OE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-14 13:26:43,6889,0,"https://t.me/DuyaoSS/2237","2019.12.14  晚9点测速

测速机场：CTCloud，清晰图看[博客](https://www.duyaoss.com/archives/3/) 

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/34oIyLP


频道 @DuyaoSS","https://www.duyaoss.com/archives/3/","https://bit.ly/34oIyLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-14 12:29:03,7264,2,"https://t.me/DuyaoSS/2236","2019.12.14  晚8点测速

测速机场：KyCloud

测速带宽

清晰图1北京联通500M：https://bit.ly/34mkl7Z

清晰图2上海电信300M：https://bit.ly/2LUdKeG

清晰图3江苏移动500M：https://bit.ly/2RRJlBu


官网：https://bit.ly/2EjmeaV


频道 @DuyaoSS","https://bit.ly/34mkl7Z","https://bit.ly/2LUdKeG","https://bit.ly/2RRJlBu","https://bit.ly/2EjmeaV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-14 11:14:01,9485,8,"https://t.me/DuyaoSS/2233","2019.12.14  晚6点测速

测速机场：ssrcloud，薯条

测速带宽

清晰图1 北京联通500M：https://bit.ly/2EhSbAh

清晰图2 上海电信300M：https://bit.ly/2LVKS5s

清晰图3 江苏移动500M：https://bit.ly/35lHGYJ


官网：https://bit.ly/2OC6eHu 


频道 @DuyaoSS","https://bit.ly/2EhSbAh","https://bit.ly/2LVKS5s","https://bit.ly/35lHGYJ","https://bit.ly/2OC6eHu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-13 19:01:58,442,0,"https://t.me/DuyaoSS/2232","本周看什么：《神奇女侠 2》发布首款预告片，《被光抓走的人》正式上映 [by 一只索狗]
https://sspai.com/post/57855","https://sspai.com/post/57855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-13 13:18:42,7552,1,"https://t.me/DuyaoSS/2224","2019.12.13  晚9点测速

测速机场：SWCloud

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M。

官网：https://bit.ly/2LRQnSP


频道 @DuyaoSS","https://bit.ly/2LRQnSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-12 12:22:54,8139,0,"https://t.me/DuyaoSS/2220","2019.12.12  晚8点测速

测速机场：贼船，中转小船 

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2PCApgz


频道 @DuyaoSS","https://bit.ly/2PCApgz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-12 11:53:25,7246,0,"https://t.me/DuyaoSS/2216","2019.12.12  晚7点半测速

测速机场：MunCloud；限时六折优惠优惠码 7YTP6Y0VH4

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/36rkdFr


频道 @DuyaoSS","https://bit.ly/36rkdFr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-12 11:22:05,7148,0,"https://t.me/DuyaoSS/2212","2019.12.12  晚7点测速

测速机场：矢矧网络 

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2PzApOe


频道 @DuyaoSS","https://bit.ly/2PzApOe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-12 10:55:44,9034,1,"https://t.me/DuyaoSS/2208","2019.12.12  晚6点半测速

测速机场：yukimo；前段时间出门了所以没测 

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/35eV3cV


频道 @DuyaoSS","https://bit.ly/35eV3cV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-06 12:11:52,14156,1,"https://t.me/DuyaoSS/2203","2019.12.06  晚8点测速

测速机场：BigHead，清晰图看[博客](https://www.duyaoss.com/archives/3/)吧

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2DTNLQ6 


频道 @DuyaoSS","https://www.duyaoss.com/archives/3/)吧","https://bit.ly/2DTNLQ6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-06 11:29:14,9463,1,"https://t.me/DuyaoSS/2199","2019.12.06  晚7点测速

测速机场：My2one，刚入的站，不过也是老站了。

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2OVzAjS


频道 @DuyaoSS","https://bit.ly/2OVzAjS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-06 10:45:07,9960,1,"https://t.me/DuyaoSS/2194","2019.12.06  晚6点半测速

测速机场：忍者云；今天这速度好像有点飙啊？新用户首购85折优惠码：忍者

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2OfbS02


频道 @DuyaoSS","https://bit.ly/2OfbS02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-05 13:40:08,9374,5,"https://t.me/DuyaoSS/2193","https://youtu.be/NX37Jz5v2-s","https://youtu.be/NX37Jz5v2-s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-05 13:08:04,8632,1,"https://t.me/DuyaoSS/2189","2019.12.05  晚9点测速

测速机场：Catchflying

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2LqJac3


频道 @DuyaoSS","https://bit.ly/2LqJac3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-05 12:29:13,7955,1,"https://t.me/DuyaoSS/2185","2019.12.05  晚8点测速

测速机场：厘米云，小中转机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/33O35Jl


频道 @DuyaoSS","https://bit.ly/33O35Jl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-05 12:04:46,8300,6,"https://t.me/DuyaoSS/2184","2019.12.05  晚7点测速

测速机场：Cordcloud

测速带宽：北京联通500M

清晰测速图：https://bit.ly/36fPuvh

官网：https://bit.ly/2Qefn9U


频道 @DuyaoSS","https://bit.ly/36fPuvh","https://bit.ly/2Qefn9U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-04 14:09:19,8651,1,"https://t.me/DuyaoSS/2180","2019.12.04  晚10点测速

测速机场：Conair，小流量中转机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/34LXH9x 


频道 @DuyaoSS","https://bit.ly/34LXH9x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-04 12:50:22,7535,0,"https://t.me/DuyaoSS/2176","2019.12.04  晚8点半测速

测速机场：百草园

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/33L980b


频道 @DuyaoSS","https://bit.ly/33L980b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-04 12:31:01,8212,0,"https://t.me/DuyaoSS/2172","2019.12.04  晚8点测速

测速机场：N3R0，中转机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/35W6SEW


频道 @DuyaoSS","https://bit.ly/35W6SEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-02 12:30:27,10255,1,"https://t.me/DuyaoSS/2168","2019.12.02  晚8点测速

测速机场：EX-FLUX，清晰图等下见[博客

](https://www.duyaoss.com/archives/3/)测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2Y9vKXm


频道 @DuyaoSS","https://www.duyaoss.com/archives/3/)测速带宽：图1北京联通500M，图2上海","https://bit.ly/2Y9vKXm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-02 11:40:38,8676,0,"https://t.me/DuyaoSS/2164","2019.12.02  晚7点测速

测速机场：养鸡场，清晰图看[博客](https://www.duyaoss.com/archives/3/)吧

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2RauKR3


频道 @DuyaoSS","https://www.duyaoss.com/archives/3/)吧","https://bit.ly/2RauKR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 19:26:10,8559,22,"https://t.me/DuyaoSS/2163","https://www.nfmovies.com/video/?18511-1-0.html","https://www.nfmovies.com/video/?18511-1-0.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 15:38:10,8590,2,"https://t.me/DuyaoSS/2159","2019.12.01  晚11点半测速

测速机场：YToo，中转V2机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2ReZHDX


频道 @DuyaoSS","https://bit.ly/2ReZHDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 15:13:20,7528,10,"https://t.me/DuyaoSS/2158","2019.12.01  晚10点测速

测速机场：魅影极速，中转机场

测速带宽：江苏 #移动 500M

清晰测速图：https://bit.ly/33ImlqV

TG群组：https://t.me/joinchat/GI87I09I100su88sztGjMg


频道 @DuyaoSS","https://bit.ly/33ImlqV","https://t.me/joinchat/GI87I09I100su88sztGjMg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 15:11:58,7139,12,"https://t.me/DuyaoSS/2157","2019.12.01  晚10点测速

测速机场：魅影极速，中转机场

测速带宽：上海 #电信 300M

清晰测速图：https://bit.ly/2szxdud

TG群组：https://t.me/joinchat/GI87I09I100su88sztGjMg


频道 @DuyaoSS","https://bit.ly/2szxdud","https://t.me/joinchat/GI87I09I100su88sztGjMg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 15:11:30,7662,13,"https://t.me/DuyaoSS/2156","2019.12.01  晚10点测速

测速机场：魅影极速，中转机场

测速带宽：北京联通500M

清晰测速图：https://bit.ly/34EuQV4

TG群组：https://t.me/joinchat/GI87I09I100su88sztGjMg


频道 @DuyaoSS","https://bit.ly/34EuQV4","https://t.me/joinchat/GI87I09I100su88sztGjMg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-12-01 14:09:48,7637,1,"https://t.me/DuyaoSS/2152","2019.12.01  晚9点半测速

测速机场：繁星极速；清晰图等下看博客

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/2OyWnBv


频道 @DuyaoSS","https://bit.ly/2OyWnBv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-11-30 12:56:03,7937,0,"https://t.me/DuyaoSS/2148","2019.11.30  晚8点半测速

测速机场：Boslife，中转机场

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/35P2gAC


频道 @DuyaoSS","https://bit.ly/35P2gAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-11-30 12:23:59,7119,0,"https://t.me/DuyaoSS/2144","2019.11.30  晚8点测速

测速机场：次元链接，充值或购买9折优惠；清晰图看[博客](https://www.duyaoss.com/archives/3/)吧

测速带宽：图1北京联通500M，图2上海 #电信 300M，图3江苏 #移动 500M

官网：https://bit.ly/34zUs5B


频道 @DuyaoSS","https://www.duyaoss.com/archives/3/)吧","https://bit.ly/34zUs5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-11-30 11:30:35,7103,3,"https://t.me/DuyaoSS/2143","2019.11.30  晚7点测速

测速机场：Rixcloud

测速带宽：江苏 #移动 500M

清晰测速图：https://bit.ly/2P1WmFz

官网：https://rebrand.ly/gf07kj


频道 @DuyaoSS","https://bit.ly/2P1WmFz","https://rebrand.ly/gf07kj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-11-30 11:30:03,7038,5,"https://t.me/DuyaoSS/2142","2019.11.30  晚7点测速

测速机场：Rixcloud

测速带宽：上海 #电信 300M

清晰测速图：https://bit.ly/35MGa1y

官网：https://rebrand.ly/gf07kj


频道 @DuyaoSS","https://bit.ly/35MGa1y","https://rebrand.ly/gf07kj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,2019-11-30 11:29:31,7571,2,"https://t.me/DuyaoSS/2141","2019.11.30  晚7点测速

测速机场：Rixcloud，中转机场

测速带宽：北京联通500M

清晰测速图：https://bit.ly/2DslmAm

官网：https://rebrand.ly/gf07kj


频道 @DuyaoSS","https://bit.ly/2DslmAm","https://rebrand.ly/gf07kj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
